modularity_class,Degree_mean,Degree_var,betweenesscentrality_mean,betweenesscentrality_var,clusteringcoefficient_mean,clusteringcoefficient_var,communitysize
0,4,0,0,0,1,0,7
1,1.333333333,0.333333333,0.333333333,0.333333333,0,0,2
2,2,0,0,0,0,0,3
3,7.43902439,84.32339657,90387.7378,2.57E+11,0.0806777073,0.0317209808,190
4,4.75,0.25,6773.75,61160190.08,0.54166675,0.00694447222,59
5,2,0,0,0,0,0,4
6,2,1,0.333333333,0.333333333,0,0,5
7,2.25,3.583333333,13546.25,734003556.3,0,0,59
8,2.666666667,1.333333333,0.666666667,1.333333333,0,0,8
9,2,0,0,0,0.5,0,9
10,2.333333333,5.333333333,20700.09048,1285481237,0,0,73
11,2,0,1,0,0.5,0,27
12,2,0,0,0,0,0,12
13,3.085714286,78.72773109,20.25714286,14362.31429,0,0,138
14,2,0,0,0,0,0,13
15,2,1,0.333333333,0.333333333,0,0,15
16,2.666666667,1.333333333,0.666666667,1.333333333,0,0,17
17,3.2,5.288888889,16.2,575.3444444,0.2714285,0.0541950045,23
18,3.25,6.785714286,5.25,74.21428571,0.2375,0.130615054,1142
19,6,0,7296.059524,70925238.16,0.6875,0.015625,73
20,1.333333333,0.333333333,0.333333333,0.333333333,0,0,18
21,5,2,22820.10952,704769858.8,0.525,0.0182407593,73
22,2,0,0,0,0,0,20
23,5.5,0.333333333,14589.33333,283765776.3,0.7083335,0.0023147963,59
24,3.947368421,45.51503759,21436.42105,1.08E+10,0.0756708246,0.0218185319,2181
25,3.5,3,13547,244694945.3,0.625,0.1875,59
26,2.666666667,8.5,4.333333333,92,0,0,21
27,3.875,8.696428571,20370.25,1472583517,0,0,1656
28,9.571428571,221.4945055,183686.2157,3.73E+11,0.524771,0.0734803364,73
29,2.333333333,0.333333333,13,144,0.388889,0.037036963,23
30,2,3,9040.333333,245182880.3,0,0,1641
31,6,0.666666667,8753.87738,51079201.36,0.69583325,0.0284027472,73
32,7.25,171.5,153625.4951,4.30E+11,0.473833958,0.134037979,59
33,3.666666667,0.333333333,10.33333333,100.3333333,0.611111,0.120370463,23
34,1.333333333,0.333333333,0.333333333,0.333333333,0,0,24
35,2,0,0,0,0,0,25
36,2.666666667,1.333333333,0.666666667,1.333333333,0,0,26
37,2,0,1,0,0.5,0,91
38,4,0,0,0,1,0,28
39,5,0.666666667,6857.795821,62945732.79,0.49166675,0.0225000389,59
40,2,0,0,0,0,0,30
41,4.75,0.25,6773.75,61160190.08,0.54166675,0.00694447222,59
42,3.333333333,0.333333333,0.333333333,0.333333333,0.833333333,0.0833333333,32
43,2,0,0,0,0,0,33
44,3.25,0.25,3.54166675,0.951388806,0.2916665,0.00694438889,73
45,6,3,49791.20196,1114240070,0.383333333,0.0686112222,1367
46,2,0,0,0,0,0,34
47,3.333333333,5.333333333,37511.33333,4221300385,0,0,270
48,4.5,0.333333333,13546.5,244640760.3,0.541667,0.0208333333,59
49,1.333333333,0.333333333,0.333333333,0.333333333,0,0,35
50,1.333333333,0.333333333,0.333333333,0.333333333,0,0,6
51,2.25,3.583333333,13546.25,734003556.3,0,0,59
52,1.333333333,0.333333333,0,0,0,0,36
53,2,0,0,0,0,0,37
54,3.5,18,5.25,220.5,0,0,43
55,2,0,0,0,0,0,38
56,1.333333333,0.333333333,0.333333333,0.333333333,0,0,16
57,2.666666667,1.333333333,0.666666667,1.333333333,0,0,1
58,4,2.666666667,1,4,0.58333325,0.250000056,2263
59,3.666666667,33.33333333,9.166666667,1008.333333,0,0,42
60,4,1.333333333,13547,366997263.2,0.4166665,0.0092592963,59
61,4,37.47368421,44730.95,2.65E+10,0.1170996,0.0762132322,1656
62,5.181818182,68.72727273,66332.88609,6.83E+10,0.5463635,0.0920527319,56
63,5.75,0.25,16661.99354,361908756,0.6333335,0.0164814963,59
64,5,0.666666667,35949.66667,2017018968,0.58333325,0.00462964815,59
65,3.714285714,13.57142857,88409.64286,1.36E+10,0,0,190
66,2.25,3.583333333,13546.25,734003556.3,0,0,73
67,1,0,0,0,0,0,44
68,2.25,3.583333333,13546.25,734003556.3,0,0,59
69,3,8.8,2.666666667,42.66666667,0,0,568
70,3.2,3.2,2,7.5,0.3,0.172222194,46
71,2,0,0,0,0,0,48
72,2.666666667,4.666666667,1.333333333,10.66666667,0.175,0.06375,66
73,2.75,27.98684211,14.55,2266.681579,0.05833335,0.0241959102,162
74,2,1,0.333333333,0.333333333,0,0,50
75,7.21758794,447.0350852,160981.1378,3.77E+12,0.0494319693,0.022739277,1490.398995
76,4.333333333,0.333333333,19454,1135374348,0.777777667,0.148148296,1160
77,1,0,0,0,0,0,52
78,4,2.666666667,1,4,0.58333325,0.250000056,75
79,3,63.17241379,16.33333333,8003.333333,0,0,559
80,1,0,0,0,0,0,53
81,3,4,1.5,9,0,0,54
82,3.2,7.2,2.4,28.8,0,0,55
83,2.5,3,1,4,0,0,611
84,5.25,0.916666667,20838.66667,306077671.8,0.625,0.00231485185,73
85,3,4,1.5,9,0,0,57
86,2,0,0,0,0,0,58
87,8.789659224,281.52394,139914.281,3.24E+11,0.0584275347,0.0233299191,1469.822562
88,1,0,0,0,0,0,60
89,2.25,3.583333333,13546.25,734003556.3,0,0,59
90,2,0,0,0,0,0,61
91,1,0,0,0,0,0,62
92,1.666666667,1.333333333,5.666666667,96.33333333,0,0,162
93,6.638095238,117.8003267,147230.2588,4.96E+11,0.0657157098,0.0373980389,1304.212063
94,1,0,0,0,0,0,64
95,9.171428571,296.2020704,29813.04308,3.19E+10,0.4395307,0.147391551,2001.1
96,2,0,1,0,0.5,0,65
97,4.5,0.333333333,13546.5,244640760.3,0.541667,0.0208333333,59
98,3.5,1,50539.375,1480052122,0.4166665,0.0092592963,73
99,2,0,1,0,0.5,0,68
100,4,90.4137931,26.73333333,18703.85747,0.077866,0.0588621848,2483
101,2.666666667,1.333333333,0.666666667,1.333333333,0,0,69
102,2.666666667,1.333333333,0.666666667,1.333333333,0,0,70
103,4.5,1,27092,1345524182,0.55000025,0.0544445222,59
104,6.937859609,287.3371479,163455.6031,1.23E+12,0.0591811623,0.0279587412,1480.296893
105,2,0,1,0,0.5,0,14
106,2,0,0,0,0,0,71
107,4,2,56265.5,5682226787,0.4375,0.015625,59
108,5.361940299,55.03330259,107601.2543,1.68E+11,0.180266082,0.074398984,1728.320896
109,2,0,0,0,0,0,76
110,2.857142857,33.72857143,10.71428571,1842.314286,0,0,1173
111,2,0,0,0,0,0,77
112,2.666666667,1.333333333,0.666666667,1.333333333,0,0,78
113,2,0,0,0,0,0,80
114,7.985714286,205.4611875,97663.34021,1.22E+11,0.0536645219,0.0272218558,1324.538095
115,2.25,3.583333333,13546.25,734003556.3,0,0,59
116,2,0,0,0,0,0,83
117,2,0,0,0,0,0,85
118,2.666666667,1.333333333,0.666666667,1.333333333,0,0,86
119,2,0,0,0,0,0,87
120,1.333333333,0.333333333,0.333333333,0.333333333,0,0,88
121,2,0,0,0,0,0,89
122,2.666666667,1.333333333,0.666666667,1.333333333,0,0,90
123,7.339418526,162.259548,113631.4291,2.36E+11,0.0369354435,0.0194402968,1520.774848
124,8.222396651,423.8651735,115526.5098,4.06E+11,0.0676657279,0.0385147185,1395.287807
125,8.057675997,289.772562,119543.3004,2.08E+11,0.048435698,0.0224986359,1342.043257
126,1,0,0,0,0,0,94
127,1,0,0,0,0,0,95
128,5.596170583,414.1312048,176492.6256,1.56E+12,0.0776298068,0.0529100827,1055.008703
129,1,0,0,0,0,0,96
130,2,0,1,0,0.5,0,97
131,2,1,0.333333333,0.333333333,0,0,98
132,2,0,0,0,0,0,99
133,1.6,1.8,0,0,0,0,1282
134,1.5,1,0.5,1,0,0,721
135,2,0,0,0,0,0,101
136,3.444444444,3.527777778,33116.88889,4914215652,0.174074111,0.12271604,104
137,2.666666667,1.333333333,0.666666667,1.333333333,0,0,105
138,8.194256757,370.0197134,116477.773,3.47E+11,0.0674256681,0.0323986332,1423.961993
139,7.986960883,363.3924001,107914.0837,3.77E+11,0.0589460261,0.0288718767,1362.598796
140,2,1,0.333333333,0.333333333,0,0,106
141,8.045558087,240.7368046,131777.1184,4.12E+11,0.0540510399,0.0287954105,1282.121868
142,7.038014784,327.0846608,112791.2697,3.74E+11,0.0671629197,0.0424610615,1321.637804
143,7.82712766,202.0366533,93653.50913,1.10E+11,0.0467427394,0.0243139196,1494.142287
144,5,0.5,44593.4,3277011753,0.3999998,0.00833336667,1364
145,7.395770393,213.8805063,108630.2293,3.87E+11,0.0694376898,0.0389374726,1635.601208
146,1,0,0,0,0,0,110
147,2.666666667,1.333333333,0.666666667,1.333333333,0,0,111
148,2,1,0.333333333,0.333333333,0,0,1517
149,3,3.6,2.833333333,10.56666667,0.166666667,0.0444444222,474
150,2,0,0,0,0,0,113
151,2,0,0,0,0,0,114
152,2,0,0,0,0,0,115
153,2.5,3,1,4,0,0,100
154,2.5,3,1,4,0,0,116
155,2,0,0,0,0,0,118
156,5.756541524,219.475968,148698.6414,3.28E+12,0.0603526268,0.0445511561,1469.05802
157,2,2,0.5,1,0,0,629
158,1.333333333,0.333333333,0.333333333,0.333333333,0,0,10
159,1.333333333,0.333333333,0,0,0,0,121
160,2.666666667,5.066666667,2.5,19.9,0.258333333,0.170416667,382
161,1,0,0,0,0,0,122
162,4,9.333333333,23222.85714,3774809640,0.298469429,0.0825825911,607
163,2,1,0.333333333,0.333333333,0,0,125
164,2,0,0,0,0,0,126
165,2,0,0,0,0,0,129
166,2,0,0,0,0,0,131
167,2,0,0,0,0,0,133
168,1,0,0,0,0,0,135
169,1,0,0,0,0,0,136
170,1.833333333,4.166666667,1.333333333,10.66666667,0,0,186
171,4.333333333,0.266666667,2,9.6,0.777777667,0.118518637,140
172,1.333333333,0.333333333,0,0,0,0,141
173,1,0,0,0,0,0,142
174,2.666666667,1.333333333,0.666666667,1.333333333,0,0,1408
175,2,1,0.333333333,0.333333333,0,0,143
176,2,0,0,0,0,0,146
177,1,0,0,0,0,0,148
178,2.666666667,1.333333333,0.666666667,1.333333333,0,0,149
179,2,0,0,0,0,0,150
180,3,4,1.5,9,0,0,1114
181,1.333333333,0.333333333,0.333333333,0.333333333,0,0,157
182,2,0,0,0,0,0,158
183,2,0,0,0,0,0,160
184,2.666666667,1.333333333,0.666666667,1.333333333,0,0,473
185,1.333333333,0.333333333,0.333333333,0.333333333,0,0,165
186,1,0,0,0,0,0,166
187,3.333333333,0.333333333,0.333333333,0.333333333,0.833333333,0.0833333333,169
188,3.4,2.711111111,0,0,0,0,361
189,2,0,0,0,0,0,170
190,3.545454545,56.35497835,14.45454545,4581.426407,0.121428591,0.100956176,914
191,1,0,0,0,0,0,171
192,1,0,0,0,0,0,175
193,2,0,0,0,0,0,177
194,2,0,0,0,0,0,178
195,1,0,0,0,0,0,180
196,1.333333333,0.333333333,0,0,0,0,2032
197,2,0,0,0,0,0,182
198,1.333333333,0.333333333,0.333333333,0.333333333,0,0,682
199,1,0,0,0,0,0,187
200,1,0,0,0,0,0,189
201,2,0,0,0,0,0,194
202,7.493506494,92.37309902,142476.2889,1.90E+11,0.0788786401,0.0412575749,1175.207792
203,2,0,0,0,0,0,196
204,2,0,0,0,0,0,199
205,2,0,0,0,0,0,201
206,1,0,0,0,0,0,203
207,2,1,0.333333333,0.333333333,0,0,204
208,1,0,0,0,0,0,206
209,2,0,0,0,0,0,207
210,2.666666667,1.333333333,0.666666667,1.333333333,0,0,208
211,2,0,0,0,0,0,209
212,2,0,0,0,0,0,210
213,2,0,0,0,0,0,211
214,2,2,0.75,2.25,0,0,793
215,2,0,0,0,0,0,213
216,1,0,0,0,0,0,216
217,2.666666667,1.333333333,0.666666667,1.333333333,0,0,222
218,1,0,0,0,0,0,223
219,2.666666667,1.333333333,0.666666667,1.333333333,0,0,224
220,2.666666667,0.333333333,0,0,0.666666667,0.0833333333,225
221,2.2,3.288888889,1.4,6.044444444,0,0,1579
222,2.666666667,1.333333333,0.666666667,1.333333333,0,0,232
223,2,1,0.333333333,0.333333333,0,0,236
224,1,0,0,0,0,0,237
225,2,1,0.333333333,0.333333333,0,0,238
226,1,0,0,0,0,0,246
227,2,0,0,0,0,0,247
228,2.5,1.666666667,1.25,2.25,0,0,251
229,2,0,0,0,0,0,252
230,1,0,0,0,0,0,253
231,3,1.333333333,2,5.333333333,0,0,1701
232,1,0,0,0,0,0,256
233,2,0,0,0,0,0,258
234,2,0,0,0,0,0,260
235,2,1,0.333333333,0.333333333,0,0,272
236,2,2,0.75,2.25,0,0,273
237,2.666666667,1.333333333,0.666666667,1.333333333,0,0,274
238,1.333333333,0.333333333,0.333333333,0.333333333,0,0,1276
239,2,0,0,0,0,0,284
240,2,1,0.333333333,0.333333333,0,0,921
241,1.333333333,0.333333333,0,0,0,0,350
242,2,0,0,0,0,0,290
243,2,0,0,0,0,0,291
244,2,0,0,0,0,0,292
245,6.398230088,67.59892541,65409.11538,2.37E+10,0.0903680442,0.0485330322,1164.80531
246,1.333333333,0.333333333,0.333333333,0.333333333,0,0,295
247,2,0,0,0,0,0,302
248,2,0,0,0,0,0,304
249,2,1,0.333333333,0.333333333,0,0,200
250,1.75,4.5,0,0,0,0,244
251,2,0,0,0,0,0,308
252,1.5,0.333333333,0,0,0,0,645
253,7.714285714,187.0766046,414086.2489,4.14E+12,0.193080186,0.108632382,473.6857143
254,2,1,0.333333333,0.333333333,0,0,310
255,2,0,0,0,0,0,311
256,2,0,0,0,0,0,313
257,2.5,3,1,4,0,0,315
258,1,0,0,0,0,0,317
259,1,0,0,0,0,0,318
260,2,0,0,0,0,0,319
261,2,0,0,0,0,0,323
262,1,0,0,0,0,0,327
263,2,0,0,0,0,0,328
264,1,0,0,0,0,0,329
265,3,4,1.5,9,0,0,398
266,2,0,0,0,0,0,331
267,2,0,0,0,0,0,332
268,6.521276596,43.17696179,96301.63717,9.81E+10,0.247355106,0.0982847361,599.5319149
269,1,0,0,0,0,0,336
270,1,0,0,0,0,0,340
271,2,0,0,0,0,0,343
272,2.285714286,1.904761905,2.714285714,11.57142857,0,0,345
273,1,0,0,0,0,0,348
274,1,0,0,0,0,0,349
275,2,1,0.333333333,0.333333333,0,0,352
276,3.2,20.02857143,5.999999933,398.9523815,0,0,74
277,3.636363636,29.45454545,8.181818182,736.3636364,0,0,269
278,2,0,0,0,0,0,363
279,2,0,0,0,0,0,364
280,2,0,0,0,0,0,368
281,1,0,0,0,0,0,371
282,2,0,0,0,0,0,372
283,1.5,1,0.5,1,0,0,373
284,1.5,1,0,0,0,0,378
285,2,0,0,0,0,0,380
286,2,0,0,0,0,0,383
287,2,0,0,0,0,0,385
288,2,1.142857143,1.5,4.285714286,0.135416625,0.0514632986,1205
289,1,0,0,0,0,0,389
290,5,1.333333333,0.5,0.333333333,0.8333335,0.037036963,392
291,2,0,0,0,0,0,397
292,1,0,0,0,0,0,404
293,1.333333333,0.333333333,0.333333333,0.333333333,0,0,409
294,1,0,0,0,0,0,410
295,3.333333333,0.333333333,0.333333333,0.333333333,0.833333333,0.0833333333,147
296,2,0,0,0,0,0,413
297,1,0,0,0,0,0,415
298,1,0,0,0,0,0,416
299,2,0,0,0,0,0,423
300,1,0,0,0,0,0,424
301,1,0,0,0,0,0,429
302,3,2,28134,1583043912,0,0,1588
303,1,0,0,0,0,0,445
304,1,0,0,0,0,0,450
305,2.491803279,91.75409836,16.85245902,17324.32787,0,0,248
306,1,0,0,0,0,0,454
307,1,0,0,0,0,0,455
308,2,0,0,0,0,0,458
309,1,0,0,0,0,0,464
310,2,0,0,0,0,0,467
311,1,0,0,0,0,0,475
312,1,0,0,0,0,0,476
313,1,0,0,0,0,0,477
314,2,0,0,0,0,0,480
315,2,0,0,0,0,0,485
316,2,0,0,0,0,0,486
317,5.707317073,483.419452,148267.847,1.02E+12,0.117671622,0.0859067977,1412.890244
318,2,0,0,0,0,0,492
319,1,0,0,0,0,0,493
320,4.72,21.29333333,90514.92642,4.06E+10,0,0,119.6
321,2,2,0.5,1,0,0,636
322,1,0,0,0,0,0,506
323,2,0,0,0,0,0,509
324,2,1,0.333333333,0.333333333,0,0,510
325,1,0,0,0,0,0,512
326,2,0,0,0,0,0,515
327,6.903339192,142.3301384,90309.85998,1.34E+11,0.0613062337,0.0325220628,1518.434095
328,1,0,0,0,0,0,516
329,2,0,0,0,0,0,522
330,1.333333333,0.333333333,0.333333333,0.333333333,0,0,525
331,2,0,0,0,0,0,528
332,2,0,0,0,0,0,533
333,2,1,0.333333333,0.333333333,0,0,536
334,2,0,0,0,0,0,543
335,1,0,0,0,0,0,545
336,2,0,0,0,0,0,554
337,1,0,0,0,0,0,571
338,2.666666667,1.333333333,0.666666667,1.333333333,0,0,572
339,2,0,0,0,0,0,575
340,2,0,0,0,0,0,579
341,2,0,0,0,0,0,582
342,1.333333333,0.333333333,0.333333333,0.333333333,0,0,391
343,2,0,0,0,0,0,593
344,1,0,0,0,0,0,602
345,2,0,0,0,0,0,604
346,2,0,0,0,0,0,609
347,1,0,0,0,0,0,616
348,1.333333333,0.333333333,0,0,0,0,769
349,2,0,0,0,0,0,618
350,1,0,0,0,0,0,623
351,1.333333333,0.333333333,0.333333333,0.333333333,0,0,626
352,1.333333333,0.333333333,0,0,0,0,627
353,2,0,0,0,0,0,630
354,1.333333333,0.333333333,0.333333333,0.333333333,0,0,631
355,1,0,0,0,0,0,637
356,1,0,0,0,0,0,642
357,6.047101449,149.5517232,150229.1395,6.84E+11,0.0396872192,0.0209101555,972.2155797
358,1,0,0,0,0,0,652
359,1.333333333,0.333333333,0,0,0,0,653
360,2.476190476,2.761904762,2.80952381,22.43690476,0.0198412857,0.00271164788,657
361,1,0,0,0,0,0,658
362,2,0,0,0,0,0,664
363,1,0,0,0,0,0,665
364,2.5,3,1,4,0,0,666
365,1,0,0,0,0,0,667
366,2,0,0,0,0,0,669
367,3.333333333,0.333333333,0.333333333,0.333333333,0.833333333,0.0833333333,673
368,1,0,0,0,0,0,675
369,7.298013245,150.730596,63722.20738,2.93E+10,0.22617457,0.139178422,1413.81457
370,1.333333333,0.333333333,0,0,0,0,690
371,1,0,0,0,0,0,692
372,2,0,0,0,0,0,694
373,1.333333333,0.333333333,0,0,0,0,695
374,1,0,0,0,0,0,704
375,1,0,0,0,0,0,706
376,1,0,0,0,0,0,712
377,7.730238394,213.8253785,102401.2969,1.92E+11,0.0696403839,0.0350991865,1561.188206
378,2,0,0,0,0,0,715
379,1,0,0,0,0,0,716
380,2,0,0,0,0.5,0,727
381,2,0,0,0,0,0,728
382,2,0,0,0,0,0,729
383,1,0,0,0,0,0,742
384,1,0,0,0,0,0,743
385,1,0,0,0,0,0,750
386,1,0,0,0,0,0,751
387,2,0,0,0,0,0,758
388,1,0,0,0,0,0,760
389,1,0,0,0,0,0,764
390,1,0,0,0,0,0,767
391,2,0,0,0,0,0,771
392,5.971098266,70.13622871,160324.9555,3.72E+11,0.105902025,0.0527158452,1830.903661
393,2,0,0,0,0.5,0,775
394,1,0,0,0,0,0,783
395,2,0,0,0,0,0,785
396,2,0,0,0,0,0,795
397,1,0,0,0,0,0,796
398,1,0,0,0,0,0,799
399,2,0,0,0,0,0,801
400,1,0,0,0,0,0,803
401,2,0,0,0,0,0,804
402,1,0,0,0,0,0,809
403,1,0,0,0,0,0,812
404,1,0,0,0,0,0,815
405,1,0,0,0,0,0,818
406,1,0,0,0,0,0,821
407,2,0,0,0,0,0,823
408,1,0,0,0,0,0,828
409,1,0,0,0,0,0,829
410,2,0,0,0,0,0,831
411,1,0,0,0,0,0,835
412,1,0,0,0,0,0,840
413,1,0,0,0,0,0,841
414,2.5,3,1,4,0,0,634
415,2,0,0,0,0,0,843
416,1,0,0,0,0,0,849
417,1,0,0,0,0,0,854
418,1,0,0,0,0,0,860
419,1.333333333,0.333333333,0.333333333,0.333333333,0,0,861
420,1,0,0,0,0,0,874
421,6.464285714,1906.729903,392861.2118,1.87E+13,0.0537593357,0.040711656,333.6857143
422,1,0,0,0,0,0,888
423,2,3,0.6,1.8,0,0,1053
424,1.818181818,7.363636364,0,0,0,0,896
425,1,0,0,0,0,0,900
426,6.640545145,417.1896843,181314.4897,3.81E+12,0.0576230528,0.0266000044,1552.974446
427,2,0,0,0,0,0,910
428,2,0,0,0,0,0,911
429,2,0,0,0,0,0,919
430,1,0,0,0,0,0,922
431,3.333333333,0.333333333,0.333333333,0.333333333,0.833333333,0.0833333333,923
432,2,0,0,0,0,0,924
433,3.986842105,62.33022258,61115.48091,7.15E+10,0.105288728,0.0738677474,1354.513158
434,2.4,2.8,1.4,4.8,0,0,1025
435,3.5,3,1.25,6.25,0.54166675,0.284722139,2560
436,1,0,0,0,0,0,936
437,2,1,0.333333333,0.333333333,0,0,939
438,1,0,0,0,0,0,940
439,1,0,0,0,0,0,944
440,2.75,2.25,1,4,0,0,1364
441,2,0,0,0,0,0,949
442,2,0,0,0,0,0,950
443,1.333333333,0.333333333,0.333333333,0.333333333,0,0,789
444,1,0,0,0,0,0,957
445,2,0,0,0,0,0,959
446,2.666666667,1.333333333,0.666666667,1.333333333,0,0,242
447,1,0,0,0,0,0,966
448,2,0,0,0,0,0,976
449,1,0,0,0,0,0,978
450,2,0,0,0,0,0,983
451,2,0,0,0,0,0,987
452,1,0,0,0,0,0,997
453,2.666666667,1.333333333,0.666666667,1.333333333,0,0,761
454,1,0,0,0,0,0,1004
455,2,0,0,0,0,0,1007
456,1,0,0,0,0,0,1011
457,1,0,0,0,0,0,1014
458,4.039274924,279.9711801,99377.40386,4.43E+11,0.0980736073,0.0711647596,545.9093656
459,2,0,0,0,0,0,1024
460,2,0,0,0,0,0,1026
461,1,0,0,0,0,0,1030
462,1,0,0,0,0,0,1036
463,2,0,0,0,0,0,1037
464,1.666666667,2.666666667,1,6,0,0,1237
465,2,0,0,0,0,0,1042
466,2,0,0,0,0,0,1044
467,2,0,0,0,0,0,1046
468,4.772727273,19.1564482,86368.91993,6.54E+10,0.230434182,0.0885956758,1090.045455
469,2,0,0,0,0,0,1051
470,2,0,0,0,0,0,1056
471,1.333333333,0.333333333,0,0,0,0,1058
472,1,0,0,0,0,0,1068
473,1,0,0,0,0,0,1074
474,1,0,0,0,0,0,1075
475,2,0,0,0,0,0,1077
476,2,0,0,0,0,0,1080
477,2,0,0,0,0,0,1081
478,2,1,0.333333333,0.333333333,0,0,1083
479,2,0,0,0,0,0,1085
