modularity_class,Degree_mean,Degree_var,betweenesscentrality_mean,betweenesscentrality_var,clusteringcoefficient_mean,clusteringcoefficient_var,communitysize
1152,0,,0,,0,,2921
1153,0,,0,,0,,2922
1154,0,,0,,0,,2923
1155,0,,0,,0,,2924
1156,0,,0,,0,,2925
1157,0,,0,,0,,2926
1158,0,,0,,0,,2927
1159,0,,0,,0,,2928
1160,0,,0,,0,,2929
1161,0,,0,,0,,2930
1162,0,,0,,0,,2931
1163,0,,0,,0,,2932
1164,0,,0,,0,,2933
1165,0,,0,,0,,2934
1166,0,,0,,0,,2935
1167,0,,0,,0,,2936
1168,0,,0,,0,,2937
1169,0,,0,,0,,2938
1170,0,,0,,0,,2939
1171,0,,0,,0,,2940
1172,0,,0,,0,,2941
1173,0,,0,,0,,2942
1174,0,,0,,0,,2943
1175,0,,0,,0,,2944
1176,0,,0,,0,,2945
1177,0,,0,,0,,2946
1178,0,,0,,0,,2947
1179,0,,0,,0,,2948
1180,0,,0,,0,,2949
1181,0,,0,,0,,2950
1182,0,,0,,0,,2951
1183,0,,0,,0,,2952
1184,0,,0,,0,,2953
1185,0,,0,,0,,2954
1186,0,,0,,0,,2955
1187,0,,0,,0,,2956
1188,0,,0,,0,,2957
1189,0,,0,,0,,2958
1190,0,,0,,0,,2959
1191,0,,0,,0,,2960
1192,0,,0,,0,,2961
1193,0,,0,,0,,2962
1194,0,,0,,0,,2963
1195,0,,0,,0,,2964
1196,0,,0,,0,,2965
1197,0,,0,,0,,2966
1198,0,,0,,0,,2967
1199,0,,0,,0,,2968
1200,0,,0,,0,,2969
1201,0,,0,,0,,2970
1202,0,,0,,0,,2971
1203,0,,0,,0,,2972
1204,0,,0,,0,,2973
1205,0,,0,,0,,2974
1206,0,,0,,0,,2975
1207,0,,0,,0,,2976
1208,0,,0,,0,,2977
1209,0,,0,,0,,2978
1210,0,,0,,0,,2979
1211,0,,0,,0,,2980
1212,0,,0,,0,,2981
1213,0,,0,,0,,2982
1214,0,,0,,0,,2983
1215,0,,0,,0,,2984
1216,0,,0,,0,,2985
1217,0,,0,,0,,2986
1218,0,,0,,0,,2987
1219,0,,0,,0,,2988
1220,0,,0,,0,,2989
1221,0,,0,,0,,2990
1222,0,,0,,0,,2991
1223,0,,0,,0,,2992
1224,0,,0,,0,,2993
1225,0,,0,,0,,2994
1226,0,,0,,0,,2995
1227,0,,0,,0,,2996
1228,0,,0,,0,,2997
1229,0,,0,,0,,2998
1230,0,,0,,0,,2999
1231,0,,0,,0,,3000
1232,0,,0,,0,,3001
1233,0,,0,,0,,3002
1234,0,,0,,0,,3003
1235,0,,0,,0,,3004
1236,0,,0,,0,,3005
1237,0,,0,,0,,3006
1238,0,,0,,0,,3007
1239,0,,0,,0,,3008
1240,0,,0,,0,,3009
1241,0,,0,,0,,3010
1242,0,,0,,0,,3011
1243,0,,0,,0,,3012
1244,0,,0,,0,,3013
1245,0,,0,,0,,3014
1246,0,,0,,0,,3015
1247,0,,0,,0,,3016
1248,0,,0,,0,,3017
1249,0,,0,,0,,3018
1250,0,,0,,0,,3019
1251,0,,0,,0,,3020
1252,0,,0,,0,,3021
1253,0,,0,,0,,3022
1254,0,,0,,0,,3023
1255,0,,0,,0,,3024
1256,0,,0,,0,,3025
1257,0,,0,,0,,3026
1258,0,,0,,0,,3027
1259,0,,0,,0,,3028
1260,0,,0,,0,,3029
1261,0,,0,,0,,3030
1262,0,,0,,0,,3031
1263,0,,0,,0,,3032
1264,0,,0,,0,,3033
1265,0,,0,,0,,3034
1266,0,,0,,0,,3035
1267,0,,0,,0,,3036
1268,0,,0,,0,,3037
1269,0,,0,,0,,3038
1270,0,,0,,0,,3039
1271,0,,0,,0,,3040
1272,0,,0,,0,,3041
1273,0,,0,,0,,3042
1274,0,,0,,0,,3043
1275,0,,0,,0,,3044
1276,0,,0,,0,,3045
1277,0,,0,,0,,3046
1278,0,,0,,0,,3047
1279,0,,0,,0,,3048
1280,0,,0,,0,,3049
1281,0,,0,,0,,3050
1282,0,,0,,0,,3051
1283,0,,0,,0,,3052
1284,0,,0,,0,,3053
1285,0,,0,,0,,3054
1286,0,,0,,0,,3055
1287,0,,0,,0,,3056
1288,0,,0,,0,,3057
1289,0,,0,,0,,3058
1290,0,,0,,0,,3059
1291,0,,0,,0,,3060
1292,0,,0,,0,,3061
1293,0,,0,,0,,3062
1294,0,,0,,0,,3063
1295,0,,0,,0,,3064
1296,0,,0,,0,,3065
1297,0,,0,,0,,3066
1298,0,,0,,0,,3067
1299,0,,0,,0,,3068
1300,0,,0,,0,,3069
1301,0,,0,,0,,3070
1302,0,,0,,0,,3071
1303,0,,0,,0,,3072
1304,0,,0,,0,,3073
1305,0,,0,,0,,3074
1306,0,,0,,0,,3075
1307,0,,0,,0,,3076
1308,0,,0,,0,,3077
1309,0,,0,,0,,3078
1310,0,,0,,0,,3079
1311,0,,0,,0,,3080
1312,0,,0,,0,,3081
1313,0,,0,,0,,3082
1314,0,,0,,0,,3083
1315,0,,0,,0,,3084
1316,0,,0,,0,,3085
1317,0,,0,,0,,3086
1318,0,,0,,0,,3087
1319,0,,0,,0,,3088
1320,0,,0,,0,,3089
1321,0,,0,,0,,3090
1322,0,,0,,0,,3091
1323,0,,0,,0,,3092
1324,0,,0,,0,,3093
1325,0,,0,,0,,3094
1326,0,,0,,0,,3095
1327,0,,0,,0,,3096
1328,0,,0,,0,,3097
1329,0,,0,,0,,3098
1330,0,,0,,0,,3099
1331,0,,0,,0,,3100
1332,0,,0,,0,,3101
1333,0,,0,,0,,3102
1334,0,,0,,0,,3103
1335,0,,0,,0,,3104
1336,0,,0,,0,,3105
1337,0,,0,,0,,3106
1338,0,,0,,0,,3107
1339,0,,0,,0,,3108
1340,0,,0,,0,,3109
1341,0,,0,,0,,3110
1342,0,,0,,0,,3111
1343,0,,0,,0,,3112
1344,0,,0,,0,,3113
1345,0,,0,,0,,3114
1346,0,,0,,0,,3115
1347,0,,0,,0,,3116
1348,0,,0,,0,,3117
1349,0,,0,,0,,3118
1350,0,,0,,0,,3119
1351,0,,0,,0,,3120
1352,0,,0,,0,,3121
1353,0,,0,,0,,3122
1354,0,,0,,0,,3123
1355,0,,0,,0,,3124
1356,0,,0,,0,,3125
1357,0,,0,,0,,3126
1358,0,,0,,0,,3127
1359,0,,0,,0,,3128
1360,0,,0,,0,,3129
1361,0,,0,,0,,3130
1362,0,,0,,0,,3131
1363,0,,0,,0,,3132
1364,0,,0,,0,,3133
1365,0,,0,,0,,3134
1366,0,,0,,0,,3135
1367,0,,0,,0,,3136
1368,0,,0,,0,,3137
1369,0,,0,,0,,3138
1370,0,,0,,0,,3139
1371,0,,0,,0,,3140
1372,0,,0,,0,,3141
1373,0,,0,,0,,3142
1374,0,,0,,0,,3143
1375,0,,0,,0,,3144
1376,0,,0,,0,,3145
1377,0,,0,,0,,3146
1378,0,,0,,0,,3147
1379,0,,0,,0,,3148
1380,0,,0,,0,,3149
1381,0,,0,,0,,3150
1382,0,,0,,0,,3151
1383,0,,0,,0,,3152
1384,0,,0,,0,,3153
1385,0,,0,,0,,3154
1386,0,,0,,0,,3155
1387,0,,0,,0,,3156
1388,0,,0,,0,,3157
1389,0,,0,,0,,3158
1390,0,,0,,0,,3159
1391,0,,0,,0,,3160
1392,0,,0,,0,,3161
1393,0,,0,,0,,3162
1394,0,,0,,0,,3163
1395,0,,0,,0,,3164
1396,0,,0,,0,,3165
1397,0,,0,,0,,3166
1398,0,,0,,0,,3167
1399,0,,0,,0,,3168
1400,0,,0,,0,,3169
1401,0,,0,,0,,3170
1402,0,,0,,0,,3171
1403,0,,0,,0,,3172
1404,0,,0,,0,,3173
1405,0,,0,,0,,3174
1406,0,,0,,0,,3175
1407,0,,0,,0,,3176
1408,0,,0,,0,,3177
1409,0,,0,,0,,3178
1410,0,,0,,0,,3179
1411,0,,0,,0,,3180
1412,0,,0,,0,,3181
1413,0,,0,,0,,3182
1414,0,,0,,0,,3183
1415,0,,0,,0,,3184
1416,0,,0,,0,,3185
1417,0,,0,,0,,3186
1418,0,,0,,0,,3187
1419,0,,0,,0,,3188
1420,0,,0,,0,,3189
1421,0,,0,,0,,3190
1422,0,,0,,0,,3191
1423,0,,0,,0,,3192
1424,0,,0,,0,,3193
1425,0,,0,,0,,3194
1426,0,,0,,0,,3195
1427,0,,0,,0,,3196
1428,0,,0,,0,,3197
1429,0,,0,,0,,3198
1430,0,,0,,0,,3199
1431,0,,0,,0,,3200
1432,0,,0,,0,,3201
1433,0,,0,,0,,3202
1434,0,,0,,0,,3203
1435,0,,0,,0,,3204
1436,0,,0,,0,,3205
1437,0,,0,,0,,3206
1438,0,,0,,0,,3207
1439,0,,0,,0,,3208
1440,0,,0,,0,,3209
1441,0,,0,,0,,3210
1442,0,,0,,0,,3211
1443,0,,0,,0,,3212
1444,0,,0,,0,,3213
1445,0,,0,,0,,3214
1446,0,,0,,0,,3215
1447,0,,0,,0,,3216
1448,0,,0,,0,,3217
1449,0,,0,,0,,3218
1450,0,,0,,0,,3219
1451,0,,0,,0,,3220
1452,0,,0,,0,,3221
1453,0,,0,,0,,3222
1454,0,,0,,0,,3223
1455,0,,0,,0,,3224
1456,0,,0,,0,,3225
1457,0,,0,,0,,3226
1458,0,,0,,0,,3227
1459,0,,0,,0,,3228
1460,0,,0,,0,,3229
1461,0,,0,,0,,3230
1462,0,,0,,0,,3231
1463,0,,0,,0,,3232
1464,0,,0,,0,,3233
1465,0,,0,,0,,3234
1466,0,,0,,0,,3235
1467,0,,0,,0,,3236
1468,0,,0,,0,,3237
1469,0,,0,,0,,3238
1470,0,,0,,0,,3239
1471,0,,0,,0,,3240
1472,0,,0,,0,,3241
1473,0,,0,,0,,3242
1474,0,,0,,0,,3243
1475,0,,0,,0,,3244
1476,0,,0,,0,,3245
1477,0,,0,,0,,3246
1478,0,,0,,0,,3247
1479,0,,0,,0,,3248
1480,0,,0,,0,,3249
1481,0,,0,,0,,3250
1482,0,,0,,0,,3251
1483,0,,0,,0,,3252
1484,0,,0,,0,,3253
1485,0,,0,,0,,3254
1486,0,,0,,0,,3255
1487,0,,0,,0,,3256
1488,0,,0,,0,,3257
1489,0,,0,,0,,3258
1490,0,,0,,0,,3259
1491,0,,0,,0,,3260
1492,0,,0,,0,,3261
1493,0,,0,,0,,3262
1494,0,,0,,0,,3263
1495,0,,0,,0,,3264
1496,0,,0,,0,,3265
1497,0,,0,,0,,3266
1498,0,,0,,0,,3267
1499,0,,0,,0,,3268
1500,0,,0,,0,,3269
1501,0,,0,,0,,3270
1502,0,,0,,0,,3271
1503,0,,0,,0,,3272
1504,0,,0,,0,,3273
1505,0,,0,,0,,3274
1506,0,,0,,0,,3275
1507,0,,0,,0,,3276
1508,0,,0,,0,,3277
1509,0,,0,,0,,3278
1510,0,,0,,0,,3279
1511,0,,0,,0,,3280
1512,0,,0,,0,,3281
1513,0,,0,,0,,3282
1514,0,,0,,0,,3283
1515,0,,0,,0,,3284
1516,0,,0,,0,,3285
1517,0,,0,,0,,3286
1518,0,,0,,0,,3287
1519,0,,0,,0,,3288
1520,0,,0,,0,,3289
1521,0,,0,,0,,3290
1522,0,,0,,0,,3291
1523,0,,0,,0,,3292
1524,0,,0,,0,,3293
1525,0,,0,,0,,3294
1526,0,,0,,0,,3295
1527,0,,0,,0,,3296
1528,0,,0,,0,,3297
1529,0,,0,,0,,3298
1530,0,,0,,0,,3299
1531,0,,0,,0,,3300
1532,0,,0,,0,,3301
1533,0,,0,,0,,3302
1534,0,,0,,0,,3303
1535,0,,0,,0,,3304
1536,0,,0,,0,,3305
1537,0,,0,,0,,3306
1538,0,,0,,0,,3307
1539,0,,0,,0,,3308
1540,0,,0,,0,,3309
1541,0,,0,,0,,3310
1542,0,,0,,0,,3311
1543,0,,0,,0,,3312
1544,0,,0,,0,,3313
1545,0,,0,,0,,3314
1546,0,,0,,0,,3315
1547,0,,0,,0,,3316
1548,0,,0,,0,,3317
1549,0,,0,,0,,3318
1550,0,,0,,0,,3319
1551,0,,0,,0,,3320
1552,0,,0,,0,,3321
1553,0,,0,,0,,3322
1554,0,,0,,0,,3323
1555,0,,0,,0,,3324
1556,0,,0,,0,,3325
1557,0,,0,,0,,3326
1558,0,,0,,0,,3327
1559,0,,0,,0,,3328
1560,0,,0,,0,,3329
1561,0,,0,,0,,3330
1562,0,,0,,0,,3331
1563,0,,0,,0,,3332
1564,0,,0,,0,,3333
1565,0,,0,,0,,3334
1566,0,,0,,0,,3335
1567,0,,0,,0,,3336
1568,0,,0,,0,,3337
1569,0,,0,,0,,3338
1570,0,,0,,0,,3339
1571,0,,0,,0,,3340
1572,0,,0,,0,,3341
1573,0,,0,,0,,3342
1574,0,,0,,0,,3343
1575,0,,0,,0,,3344
1576,0,,0,,0,,3345
1577,0,,0,,0,,3346
1578,0,,0,,0,,3347
1579,0,,0,,0,,3348
1580,0,,0,,0,,3349
1581,0,,0,,0,,3350
1582,0,,0,,0,,3351
1583,0,,0,,0,,3352
1584,0,,0,,0,,3353
1585,0,,0,,0,,3354
1586,0,,0,,0,,3355
1587,0,,0,,0,,3356
1588,0,,0,,0,,3357
1589,0,,0,,0,,3358
1590,0,,0,,0,,3359
1591,0,,0,,0,,3360
1592,0,,0,,0,,3361
1593,0,,0,,0,,3362
1594,0,,0,,0,,3363
1595,0,,0,,0,,3364
1596,0,,0,,0,,3365
1597,0,,0,,0,,3366
1598,0,,0,,0,,3367
1599,0,,0,,0,,3368
1600,0,,0,,0,,3369
1601,0,,0,,0,,3370
1602,0,,0,,0,,3371
1603,0,,0,,0,,3372
1604,0,,0,,0,,3373
1605,0,,0,,0,,3374
1606,0,,0,,0,,3375
1607,0,,0,,0,,3376
1608,0,,0,,0,,3377
1609,0,,0,,0,,3378
1610,0,,0,,0,,3379
1611,0,,0,,0,,3380
1612,0,,0,,0,,3381
1613,0,,0,,0,,3382
1614,0,,0,,0,,3383
1615,0,,0,,0,,3384
1616,0,,0,,0,,3385
1617,0,,0,,0,,3386
1618,0,,0,,0,,3387
1619,0,,0,,0,,3388
1620,0,,0,,0,,3389
1621,0,,0,,0,,3390
1622,0,,0,,0,,3391
1623,0,,0,,0,,3392
1624,0,,0,,0,,3393
1625,0,,0,,0,,3394
1626,0,,0,,0,,3395
1627,0,,0,,0,,3396
1628,0,,0,,0,,3397
1629,0,,0,,0,,3398
1630,0,,0,,0,,3399
1631,0,,0,,0,,3400
1632,0,,0,,0,,3401
1633,0,,0,,0,,3402
1634,0,,0,,0,,3403
1635,0,,0,,0,,3404
1636,0,,0,,0,,3405
1637,0,,0,,0,,3406
1638,0,,0,,0,,3407
1639,0,,0,,0,,3408
1640,0,,0,,0,,3409
1641,0,,0,,0,,3410
1642,0,,0,,0,,3411
1643,0,,0,,0,,3412
1644,0,,0,,0,,3413
1645,0,,0,,0,,3414
1646,0,,0,,0,,3415
1647,0,,0,,0,,3416
1648,0,,0,,0,,3417
1649,0,,0,,0,,3418
1650,0,,0,,0,,3419
1651,0,,0,,0,,3420
1652,0,,0,,0,,3421
1653,0,,0,,0,,3422
1654,0,,0,,0,,3423
1655,0,,0,,0,,3424
1656,0,,0,,0,,3425
1657,0,,0,,0,,3426
1658,0,,0,,0,,3427
1659,0,,0,,0,,3428
1660,0,,0,,0,,3429
1661,0,,0,,0,,3430
1662,0,,0,,0,,3431
1663,0,,0,,0,,3432
1664,0,,0,,0,,3433
1665,0,,0,,0,,3434
1666,0,,0,,0,,3435
1667,0,,0,,0,,3436
1668,0,,0,,0,,3437
1669,0,,0,,0,,3438
1670,0,,0,,0,,3439
1671,0,,0,,0,,3440
1672,0,,0,,0,,3441
1673,0,,0,,0,,3442
1674,0,,0,,0,,3443
1675,0,,0,,0,,3444
1676,0,,0,,0,,3445
1677,0,,0,,0,,3446
1678,0,,0,,0,,3447
1679,0,,0,,0,,3448
1680,0,,0,,0,,3449
1681,0,,0,,0,,3450
1682,0,,0,,0,,3451
1683,0,,0,,0,,3452
1684,0,,0,,0,,3453
1685,0,,0,,0,,3454
1686,0,,0,,0,,3455
1687,0,,0,,0,,3456
1688,0,,0,,0,,3457
1689,0,,0,,0,,3458
1690,0,,0,,0,,3459
1691,0,,0,,0,,3460
1692,0,,0,,0,,3461
1693,0,,0,,0,,3462
1694,0,,0,,0,,3463
1695,0,,0,,0,,3464
1696,0,,0,,0,,3465
1697,0,,0,,0,,3466
1698,0,,0,,0,,3467
1699,0,,0,,0,,3468
1700,0,,0,,0,,3469
1701,0,,0,,0,,3470
1702,0,,0,,0,,3471
1703,0,,0,,0,,3472
1704,0,,0,,0,,3473
1705,0,,0,,0,,3474
1706,0,,0,,0,,3475
1707,0,,0,,0,,3476
1708,0,,0,,0,,3477
1709,0,,0,,0,,3478
1710,0,,0,,0,,3479
1711,0,,0,,0,,3480
1712,0,,0,,0,,3481
1713,0,,0,,0,,3482
1714,0,,0,,0,,3483
1715,0,,0,,0,,3484
1716,0,,0,,0,,3485
1717,0,,0,,0,,3486
1718,0,,0,,0,,3487
1719,0,,0,,0,,3488
1720,0,,0,,0,,3489
1721,0,,0,,0,,3490
1722,0,,0,,0,,3491
1723,0,,0,,0,,3492
1724,0,,0,,0,,3493
1725,0,,0,,0,,3494
1726,0,,0,,0,,3495
1727,0,,0,,0,,3496
1728,0,,0,,0,,3497
1729,0,,0,,0,,3498
1730,0,,0,,0,,3499
1731,0,,0,,0,,3500
1732,0,,0,,0,,3501
1733,0,,0,,0,,3502
1734,0,,0,,0,,3503
1735,0,,0,,0,,3504
1736,0,,0,,0,,3505
1737,0,,0,,0,,3506
1738,0,,0,,0,,3507
1739,0,,0,,0,,3508
1740,0,,0,,0,,3509
1741,0,,0,,0,,3510
1742,0,,0,,0,,3511
1743,0,,0,,0,,3512
1744,0,,0,,0,,3513
1745,0,,0,,0,,3514
1746,0,,0,,0,,3515
1747,0,,0,,0,,3516
1748,0,,0,,0,,3517
1749,0,,0,,0,,3518
1750,0,,0,,0,,3519
1751,0,,0,,0,,3520
1752,0,,0,,0,,3521
1753,0,,0,,0,,3522
1754,0,,0,,0,,3523
1755,0,,0,,0,,3524
1756,0,,0,,0,,3525
1757,0,,0,,0,,3526
1758,0,,0,,0,,3527
1759,0,,0,,0,,3528
1760,0,,0,,0,,3529
1761,0,,0,,0,,3530
1762,0,,0,,0,,3531
1763,0,,0,,0,,3532
1764,0,,0,,0,,3533
1765,0,,0,,0,,3534
1766,0,,0,,0,,3535
1767,0,,0,,0,,3536
1768,0,,0,,0,,3537
1769,0,,0,,0,,3538
1770,0,,0,,0,,3539
1771,0,,0,,0,,3540
1772,0,,0,,0,,3541
1773,0,,0,,0,,3542
1774,0,,0,,0,,3543
1775,0,,0,,0,,3544
1776,0,,0,,0,,3545
1777,0,,0,,0,,3546
1778,0,,0,,0,,3547
1779,0,,0,,0,,3548
1780,0,,0,,0,,3549
1781,0,,0,,0,,3550
1782,0,,0,,0,,3551
1783,0,,0,,0,,3552
1784,0,,0,,0,,3553
1785,0,,0,,0,,3554
1786,0,,0,,0,,3555
1787,0,,0,,0,,3556
1788,0,,0,,0,,3557
1789,0,,0,,0,,3558
1790,0,,0,,0,,3559
1791,0,,0,,0,,3560
1792,0,,0,,0,,3561
1793,0,,0,,0,,3562
1794,0,,0,,0,,3563
1795,0,,0,,0,,3564
1796,0,,0,,0,,3565
1797,0,,0,,0,,3566
1798,0,,0,,0,,3567
1799,0,,0,,0,,3568
1800,0,,0,,0,,3569
1801,0,,0,,0,,3570
1802,0,,0,,0,,3571
1803,0,,0,,0,,3572
1804,0,,0,,0,,3573
1805,0,,0,,0,,3574
1806,0,,0,,0,,3575
1807,0,,0,,0,,3576
1808,0,,0,,0,,3577
1809,0,,0,,0,,3578
1810,0,,0,,0,,3579
1811,0,,0,,0,,3580
1812,0,,0,,0,,3581
1813,0,,0,,0,,3582
1814,0,,0,,0,,3583
1815,0,,0,,0,,3584
1816,0,,0,,0,,3585
1817,0,,0,,0,,3586
1818,0,,0,,0,,3587
1819,0,,0,,0,,3588
1820,0,,0,,0,,3589
1821,0,,0,,0,,3590
1822,0,,0,,0,,3591
1823,0,,0,,0,,3592
1824,0,,0,,0,,3593
1825,0,,0,,0,,3594
1826,0,,0,,0,,3595
1827,0,,0,,0,,3596
1828,0,,0,,0,,3597
1829,0,,0,,0,,3598
1830,0,,0,,0,,3599
1831,0,,0,,0,,3600
1832,0,,0,,0,,3601
1833,0,,0,,0,,3602
1834,0,,0,,0,,3603
1835,0,,0,,0,,3604
1836,0,,0,,0,,3605
1837,0,,0,,0,,3606
1838,0,,0,,0,,3607
1839,0,,0,,0,,3608
1840,0,,0,,0,,3609
1841,0,,0,,0,,3610
1842,0,,0,,0,,3611
1843,0,,0,,0,,3612
1844,0,,0,,0,,3613
1845,0,,0,,0,,3614
1846,0,,0,,0,,3615
1847,0,,0,,0,,3616
1848,0,,0,,0,,3617
1849,0,,0,,0,,3618
1850,0,,0,,0,,3619
1851,0,,0,,0,,3620
1852,0,,0,,0,,3621
1853,0,,0,,0,,3622
1854,0,,0,,0,,3623
1855,0,,0,,0,,3624
1856,0,,0,,0,,3625
1857,0,,0,,0,,3626
1858,0,,0,,0,,3627
1859,0,,0,,0,,3628
1860,0,,0,,0,,3629
1861,0,,0,,0,,3630
1862,0,,0,,0,,3631
1863,0,,0,,0,,3632
1864,0,,0,,0,,3633
1865,0,,0,,0,,3634
1866,0,,0,,0,,3635
1867,0,,0,,0,,3636
1868,0,,0,,0,,3637
1869,0,,0,,0,,3638
1870,0,,0,,0,,3639
1871,0,,0,,0,,3640
1872,0,,0,,0,,3641
1873,0,,0,,0,,3642
1874,0,,0,,0,,3643
1875,0,,0,,0,,3644
1876,0,,0,,0,,3645
1877,0,,0,,0,,3646
1878,0,,0,,0,,3647
1879,0,,0,,0,,3648
1880,0,,0,,0,,3649
1881,0,,0,,0,,3650
1882,0,,0,,0,,3651
1883,0,,0,,0,,3652
1884,0,,0,,0,,3653
1885,0,,0,,0,,3654
1886,0,,0,,0,,3655
1887,0,,0,,0,,3656
1888,0,,0,,0,,3657
1889,0,,0,,0,,3658
1890,0,,0,,0,,3659
1891,0,,0,,0,,3660
1892,0,,0,,0,,3661
1893,0,,0,,0,,3662
1894,0,,0,,0,,3663
1895,0,,0,,0,,3664
1896,0,,0,,0,,3665
1897,0,,0,,0,,3666
1898,0,,0,,0,,3667
1899,0,,0,,0,,3668
1900,0,,0,,0,,3669
1901,0,,0,,0,,3670
1902,0,,0,,0,,3671
1903,0,,0,,0,,3672
1904,0,,0,,0,,3673
1905,0,,0,,0,,3674
1906,0,,0,,0,,3675
1907,0,,0,,0,,3676
1908,0,,0,,0,,3677
1909,0,,0,,0,,3678
1910,0,,0,,0,,3679
1911,0,,0,,0,,3680
1912,0,,0,,0,,3681
1913,0,,0,,0,,3682
1914,0,,0,,0,,3683
1915,0,,0,,0,,3684
1916,0,,0,,0,,3685
1917,0,,0,,0,,3686
1918,0,,0,,0,,3687
1919,0,,0,,0,,3688
1920,0,,0,,0,,3689
1921,0,,0,,0,,3690
1922,0,,0,,0,,3691
1923,0,,0,,0,,3692
1924,0,,0,,0,,3693
1925,0,,0,,0,,3694
1926,0,,0,,0,,3695
1927,0,,0,,0,,3696
1928,0,,0,,0,,3697
1929,0,,0,,0,,3698
1930,0,,0,,0,,3699
1931,0,,0,,0,,3700
1932,0,,0,,0,,3701
1933,0,,0,,0,,3702
1934,0,,0,,0,,3703
1935,0,,0,,0,,3704
1936,0,,0,,0,,3705
1937,0,,0,,0,,3706
1938,0,,0,,0,,3707
1939,0,,0,,0,,3708
1940,0,,0,,0,,3709
1941,0,,0,,0,,3710
1942,0,,0,,0,,3711
1943,0,,0,,0,,3712
1944,0,,0,,0,,3713
1945,0,,0,,0,,3714
1946,0,,0,,0,,3715
1947,0,,0,,0,,3716
1948,0,,0,,0,,3717
1949,0,,0,,0,,3718
1950,0,,0,,0,,3719
1951,0,,0,,0,,3720
1952,0,,0,,0,,3721
1953,0,,0,,0,,3722
1954,0,,0,,0,,3723
1955,0,,0,,0,,3724
1956,0,,0,,0,,3725
1957,0,,0,,0,,3726
1958,0,,0,,0,,3727
1959,0,,0,,0,,3728
1960,0,,0,,0,,3729
1961,0,,0,,0,,3730
1962,0,,0,,0,,3731
1963,0,,0,,0,,3732
1964,0,,0,,0,,3733
1965,0,,0,,0,,3734
1966,0,,0,,0,,3735
1967,0,,0,,0,,3736
1968,0,,0,,0,,3737
1969,0,,0,,0,,3738
1970,0,,0,,0,,3739
1971,0,,0,,0,,3740
1972,0,,0,,0,,3741
1973,0,,0,,0,,3742
1974,0,,0,,0,,3743
1975,0,,0,,0,,3744
1976,0,,0,,0,,3745
1977,0,,0,,0,,3746
1978,0,,0,,0,,3747
1979,0,,0,,0,,3748
1980,0,,0,,0,,3749
1981,0,,0,,0,,3750
1982,0,,0,,0,,3751
1983,0,,0,,0,,3752
1984,0,,0,,0,,3753
1985,0,,0,,0,,3754
1986,0,,0,,0,,3755
1987,0,,0,,0,,3756
1988,0,,0,,0,,3757
1989,0,,0,,0,,3758
1990,0,,0,,0,,3759
1991,0,,0,,0,,3760
1992,0,,0,,0,,3761
1993,0,,0,,0,,3762
1994,0,,0,,0,,3763
1995,0,,0,,0,,3764
1996,0,,0,,0,,3765
1997,0,,0,,0,,3766
1998,0,,0,,0,,3767
1999,0,,0,,0,,3768
2000,0,,0,,0,,3769
2001,0,,0,,0,,3770
2002,0,,0,,0,,3771
2003,0,,0,,0,,3772
2004,0,,0,,0,,3773
2005,0,,0,,0,,3774
2006,0,,0,,0,,3775
2007,0,,0,,0,,3776
2008,0,,0,,0,,3777
2009,0,,0,,0,,3778
2010,0,,0,,0,,3779
2011,0,,0,,0,,3780
2012,0,,0,,0,,3781
2013,0,,0,,0,,3782
2014,0,,0,,0,,3783
2015,0,,0,,0,,3784
2016,0,,0,,0,,3785
2017,0,,0,,0,,3786
2018,0,,0,,0,,3787
2019,0,,0,,0,,3788
2020,0,,0,,0,,3789
2021,0,,0,,0,,3790
2022,0,,0,,0,,3791
2023,0,,0,,0,,3792
2024,0,,0,,0,,3793
2025,0,,0,,0,,3794
2026,0,,0,,0,,3795
2027,0,,0,,0,,3796
2028,0,,0,,0,,3797
2029,0,,0,,0,,3798
2030,0,,0,,0,,3799
2031,0,,0,,0,,3800
2032,0,,0,,0,,3801
2033,0,,0,,0,,3802
2034,0,,0,,0,,3803
2035,0,,0,,0,,3804
2036,0,,0,,0,,3805
2037,0,,0,,0,,3806
2038,0,,0,,0,,3807
2039,0,,0,,0,,3808
2040,0,,0,,0,,3809
2041,0,,0,,0,,3810
2042,0,,0,,0,,3811
2043,0,,0,,0,,3812
2044,0,,0,,0,,3813
2045,0,,0,,0,,3814
2046,0,,0,,0,,3815
2047,0,,0,,0,,3816
2048,0,,0,,0,,3817
2049,0,,0,,0,,3818
2050,0,,0,,0,,3819
2051,0,,0,,0,,3820
