modularity_class,Degree_mean,Degree_var,betweenesscentrality_mean,betweenesscentrality_var,clusteringcoefficient_mean,clusteringcoefficient_var,communitysize
2052,0,,0,,0,,3821
2053,0,,0,,0,,3822
2054,0,,0,,0,,3823
2055,0,,0,,0,,3824
2056,0,,0,,0,,3825
2057,0,,0,,0,,3826
2058,0,,0,,0,,3827
2059,0,,0,,0,,3828
2060,0,,0,,0,,3829
2061,0,,0,,0,,3830
2062,0,,0,,0,,3831
2063,0,,0,,0,,3832
2064,0,,0,,0,,3833
2065,0,,0,,0,,3834
2066,0,,0,,0,,3835
2067,0,,0,,0,,3836
2068,0,,0,,0,,3837
2069,0,,0,,0,,3838
2070,0,,0,,0,,3839
2071,0,,0,,0,,3840
2072,0,,0,,0,,3841
2073,0,,0,,0,,3842
2074,0,,0,,0,,3843
2075,0,,0,,0,,3844
2076,0,,0,,0,,3845
2077,0,,0,,0,,3846
2078,0,,0,,0,,3847
2079,0,,0,,0,,3848
2080,0,,0,,0,,3849
2081,0,,0,,0,,3850
2082,0,,0,,0,,3851
2083,0,,0,,0,,3852
2084,0,,0,,0,,3853
2085,0,,0,,0,,3854
2086,0,,0,,0,,3855
2087,0,,0,,0,,3856
2088,0,,0,,0,,3857
2089,0,,0,,0,,3858
2090,0,,0,,0,,3859
2091,0,,0,,0,,3860
2092,0,,0,,0,,3861
2093,0,,0,,0,,3862
2094,0,,0,,0,,3863
2095,0,,0,,0,,3864
2096,0,,0,,0,,3865
2097,0,,0,,0,,3866
2098,0,,0,,0,,3867
2099,0,,0,,0,,3868
2100,0,,0,,0,,3869
2101,0,,0,,0,,3870
2102,0,,0,,0,,3871
2103,0,,0,,0,,3872
2104,0,,0,,0,,3873
2105,0,,0,,0,,3874
2106,0,,0,,0,,3875
2107,0,,0,,0,,3876
2108,0,,0,,0,,3877
2109,0,,0,,0,,3878
2110,0,,0,,0,,3879
2111,0,,0,,0,,3880
2112,0,,0,,0,,3881
2113,0,,0,,0,,3882
2114,0,,0,,0,,3883
2115,0,,0,,0,,3884
2116,0,,0,,0,,3885
2117,0,,0,,0,,3886
2118,0,,0,,0,,3887
2119,0,,0,,0,,3888
2120,0,,0,,0,,3889
2121,0,,0,,0,,3890
2122,0,,0,,0,,3891
2123,0,,0,,0,,3892
2124,0,,0,,0,,3893
2125,0,,0,,0,,3894
2126,0,,0,,0,,3895
2127,0,,0,,0,,3896
2128,0,,0,,0,,3897
2129,0,,0,,0,,3898
2130,0,,0,,0,,3899
2131,0,,0,,0,,3900
2132,0,,0,,0,,3901
2133,0,,0,,0,,3902
2134,0,,0,,0,,3903
2135,0,,0,,0,,3904
2136,0,,0,,0,,3905
2137,0,,0,,0,,3906
2138,0,,0,,0,,3907
2139,0,,0,,0,,3908
2140,0,,0,,0,,3909
2141,0,,0,,0,,3910
2142,0,,0,,0,,3911
2143,0,,0,,0,,3912
2144,0,,0,,0,,3913
2145,0,,0,,0,,3914
2146,0,,0,,0,,3915
2147,0,,0,,0,,3916
2148,0,,0,,0,,3917
2149,0,,0,,0,,3918
2150,0,,0,,0,,3919
2151,0,,0,,0,,3920
2152,0,,0,,0,,3921
2153,0,,0,,0,,3922
2154,0,,0,,0,,3923
2155,0,,0,,0,,3924
2156,0,,0,,0,,3925
2157,0,,0,,0,,3926
2158,0,,0,,0,,3927
2159,0,,0,,0,,3928
2160,0,,0,,0,,3929
2161,0,,0,,0,,3930
2162,0,,0,,0,,3931
2163,0,,0,,0,,3932
2164,0,,0,,0,,3933
2165,0,,0,,0,,3934
2166,0,,0,,0,,3935
2167,0,,0,,0,,3936
2168,0,,0,,0,,3937
2169,0,,0,,0,,3938
2170,0,,0,,0,,3939
2171,0,,0,,0,,3940
2172,0,,0,,0,,3941
2173,0,,0,,0,,3942
2174,0,,0,,0,,3943
2175,0,,0,,0,,3944
2176,0,,0,,0,,3945
2177,0,,0,,0,,3946
2178,0,,0,,0,,3947
2179,0,,0,,0,,3948
2180,0,,0,,0,,3949
2181,0,,0,,0,,3950
2182,0,,0,,0,,3951
2183,0,,0,,0,,3952
2184,0,,0,,0,,3953
2185,0,,0,,0,,3954
2186,0,,0,,0,,3955
2187,0,,0,,0,,3956
2188,0,,0,,0,,3957
2189,0,,0,,0,,3958
2190,0,,0,,0,,3959
2191,0,,0,,0,,3960
2192,0,,0,,0,,3961
2193,0,,0,,0,,3962
2194,0,,0,,0,,3963
2195,0,,0,,0,,3964
2196,0,,0,,0,,3965
2197,0,,0,,0,,3966
2198,0,,0,,0,,3967
2199,0,,0,,0,,3968
2200,0,,0,,0,,3969
2201,0,,0,,0,,3970
2202,0,,0,,0,,3971
2203,0,,0,,0,,3972
2204,0,,0,,0,,3973
2205,0,,0,,0,,3974
2206,0,,0,,0,,3975
2207,0,,0,,0,,3976
2208,0,,0,,0,,3977
2209,0,,0,,0,,3978
2210,0,,0,,0,,3979
2211,0,,0,,0,,3980
2212,0,,0,,0,,3981
2213,0,,0,,0,,3982
2214,0,,0,,0,,3983
2215,0,,0,,0,,3984
2216,0,,0,,0,,3985
2217,0,,0,,0,,3986
2218,0,,0,,0,,3987
2219,0,,0,,0,,3988
2220,0,,0,,0,,3989
2221,0,,0,,0,,3990
2222,0,,0,,0,,3991
2223,0,,0,,0,,3992
2224,0,,0,,0,,3993
2225,0,,0,,0,,3994
2226,0,,0,,0,,3995
2227,0,,0,,0,,3996
2228,0,,0,,0,,3997
2229,0,,0,,0,,3998
2230,0,,0,,0,,3999
2231,0,,0,,0,,4000
2232,0,,0,,0,,4001
2233,0,,0,,0,,4002
2234,0,,0,,0,,4003
2235,0,,0,,0,,4004
2236,0,,0,,0,,4005
2237,0,,0,,0,,4006
2238,0,,0,,0,,4007
2239,0,,0,,0,,4008
2240,0,,0,,0,,4009
2241,0,,0,,0,,4010
2242,0,,0,,0,,4011
2243,0,,0,,0,,4012
2244,0,,0,,0,,4013
2245,0,,0,,0,,4014
2246,0,,0,,0,,4015
2247,0,,0,,0,,4016
2248,0,,0,,0,,4017
2249,0,,0,,0,,4018
2250,0,,0,,0,,4019
2251,0,,0,,0,,4020
2252,0,,0,,0,,4021
2253,0,,0,,0,,4022
2254,0,,0,,0,,4023
2255,0,,0,,0,,4024
2256,0,,0,,0,,4025
2257,0,,0,,0,,4026
2258,0,,0,,0,,4027
2259,0,,0,,0,,4028
2260,0,,0,,0,,4029
2261,0,,0,,0,,4030
2262,0,,0,,0,,4031
2263,0,,0,,0,,4032
2264,0,,0,,0,,4033
2265,0,,0,,0,,4034
2266,0,,0,,0,,4035
2267,0,,0,,0,,4036
2268,0,,0,,0,,4037
2269,0,,0,,0,,4038
2270,0,,0,,0,,4039
2271,0,,0,,0,,4040
2272,0,,0,,0,,4041
2273,0,,0,,0,,4042
2274,0,,0,,0,,4043
2275,0,,0,,0,,4044
2276,0,,0,,0,,4045
2277,0,,0,,0,,4046
2278,0,,0,,0,,4047
2279,0,,0,,0,,4048
2280,0,,0,,0,,4049
2281,0,,0,,0,,4050
2282,0,,0,,0,,4051
2283,0,,0,,0,,4052
2284,0,,0,,0,,4053
2285,0,,0,,0,,4054
2286,0,,0,,0,,4055
2287,0,,0,,0,,4056
2288,0,,0,,0,,4057
2289,0,,0,,0,,4058
2290,0,,0,,0,,4059
2291,0,,0,,0,,4060
2292,0,,0,,0,,4061
2293,0,,0,,0,,4062
2294,0,,0,,0,,4063
2295,0,,0,,0,,4064
2296,0,,0,,0,,4065
2297,0,,0,,0,,4066
2298,0,,0,,0,,4067
2299,0,,0,,0,,4068
2300,0,,0,,0,,4069
2301,0,,0,,0,,4070
2302,0,,0,,0,,4071
2303,0,,0,,0,,4072
2304,0,,0,,0,,4073
2305,0,,0,,0,,4074
2306,0,,0,,0,,4075
2307,0,,0,,0,,4076
2308,0,,0,,0,,4077
2309,0,,0,,0,,4078
2310,0,,0,,0,,4079
2311,0,,0,,0,,4080
2312,0,,0,,0,,4081
2313,0,,0,,0,,4082
2314,0,,0,,0,,4083
2315,0,,0,,0,,4084
2316,0,,0,,0,,4085
2317,0,,0,,0,,4086
2318,0,,0,,0,,4087
2319,0,,0,,0,,4088
2320,0,,0,,0,,4089
2321,0,,0,,0,,4090
2322,0,,0,,0,,4091
2323,0,,0,,0,,4092
2324,0,,0,,0,,4093
2325,0,,0,,0,,4094
2326,0,,0,,0,,4095
2327,0,,0,,0,,4096
2328,0,,0,,0,,4097
2329,0,,0,,0,,4098
2330,0,,0,,0,,4099
2331,0,,0,,0,,4100
2332,0,,0,,0,,4101
2333,0,,0,,0,,4102
2334,0,,0,,0,,4103
2335,0,,0,,0,,4104
2336,0,,0,,0,,4105
2337,0,,0,,0,,4106
2338,0,,0,,0,,4107
2339,0,,0,,0,,4108
2340,0,,0,,0,,4109
2341,0,,0,,0,,4110
2342,0,,0,,0,,4111
2343,0,,0,,0,,4112
2344,0,,0,,0,,4113
2345,0,,0,,0,,4114
2346,0,,0,,0,,4115
2347,0,,0,,0,,4116
2348,0,,0,,0,,4117
2349,0,,0,,0,,4118
2350,0,,0,,0,,4119
2351,0,,0,,0,,4120
2352,0,,0,,0,,4121
2353,0,,0,,0,,4122
2354,0,,0,,0,,4123
2355,0,,0,,0,,4124
2356,0,,0,,0,,4125
2357,0,,0,,0,,4126
2358,0,,0,,0,,4127
2359,0,,0,,0,,4128
2360,0,,0,,0,,4129
2361,0,,0,,0,,4130
2362,0,,0,,0,,4131
2363,0,,0,,0,,4132
2364,0,,0,,0,,4133
2365,0,,0,,0,,4134
2366,0,,0,,0,,4135
2367,0,,0,,0,,4136
2368,0,,0,,0,,4137
2369,0,,0,,0,,4138
2370,0,,0,,0,,4139
2371,0,,0,,0,,4140
2372,0,,0,,0,,4141
2373,0,,0,,0,,4142
2374,0,,0,,0,,4143
2375,0,,0,,0,,4144
2376,0,,0,,0,,4145
2377,0,,0,,0,,4146
2378,0,,0,,0,,4147
2379,0,,0,,0,,4148
2380,0,,0,,0,,4149
2381,0,,0,,0,,4150
2382,0,,0,,0,,4151
2383,0,,0,,0,,4152
2384,0,,0,,0,,4153
2385,0,,0,,0,,4154
2386,0,,0,,0,,4155
2387,0,,0,,0,,4156
2388,0,,0,,0,,4157
2389,0,,0,,0,,4158
2390,0,,0,,0,,4159
2391,0,,0,,0,,4160
2392,0,,0,,0,,4161
2393,0,,0,,0,,4162
2394,0,,0,,0,,4163
2395,0,,0,,0,,4164
2396,0,,0,,0,,4165
2397,0,,0,,0,,4166
2398,0,,0,,0,,4167
2399,0,,0,,0,,4168
2400,0,,0,,0,,4169
2401,0,,0,,0,,4170
2402,0,,0,,0,,4171
2403,0,,0,,0,,4172
2404,0,,0,,0,,4173
2405,0,,0,,0,,4174
2406,0,,0,,0,,4175
2407,0,,0,,0,,4176
2408,0,,0,,0,,4177
2409,0,,0,,0,,4178
2410,0,,0,,0,,4179
2411,0,,0,,0,,4180
2412,0,,0,,0,,4181
2413,0,,0,,0,,4182
2414,0,,0,,0,,4183
2415,0,,0,,0,,4184
2416,0,,0,,0,,4185
2417,0,,0,,0,,4186
2418,0,,0,,0,,4187
2419,0,,0,,0,,4188
2420,0,,0,,0,,4189
2421,0,,0,,0,,4190
2422,0,,0,,0,,4191
2423,0,,0,,0,,4192
2424,0,,0,,0,,4193
2425,0,,0,,0,,4194
2426,0,,0,,0,,4195
2427,0,,0,,0,,4196
2428,0,,0,,0,,4197
2429,0,,0,,0,,4198
2430,0,,0,,0,,4199
2431,0,,0,,0,,4200
2432,0,,0,,0,,4201
2433,0,,0,,0,,4202
2434,0,,0,,0,,4203
2435,0,,0,,0,,4204
2436,0,,0,,0,,4205
2437,0,,0,,0,,4206
2438,0,,0,,0,,4207
2439,0,,0,,0,,4208
2440,0,,0,,0,,4209
2441,0,,0,,0,,4210
2442,0,,0,,0,,4211
2443,0,,0,,0,,4212
2444,0,,0,,0,,4213
2445,0,,0,,0,,4214
2446,0,,0,,0,,4215
2447,0,,0,,0,,4216
2448,0,,0,,0,,4217
2449,0,,0,,0,,4218
2450,0,,0,,0,,4219
2451,0,,0,,0,,4220
2452,0,,0,,0,,4221
2453,0,,0,,0,,4222
2454,0,,0,,0,,4223
2455,0,,0,,0,,4224
2456,0,,0,,0,,4225
2457,0,,0,,0,,4226
2458,0,,0,,0,,4227
2459,0,,0,,0,,4228
2460,0,,0,,0,,4229
2461,0,,0,,0,,4230
2462,0,,0,,0,,4231
2463,0,,0,,0,,4232
2464,0,,0,,0,,4233
2465,0,,0,,0,,4234
2466,0,,0,,0,,4235
2467,0,,0,,0,,4236
2468,0,,0,,0,,4237
2469,0,,0,,0,,4238
2470,0,,0,,0,,4239
2471,0,,0,,0,,4240
2472,0,,0,,0,,4241
2473,0,,0,,0,,4242
2474,0,,0,,0,,4243
2475,0,,0,,0,,4244
2476,0,,0,,0,,4245
2477,0,,0,,0,,4246
2478,0,,0,,0,,4247
2479,0,,0,,0,,4248
2480,0,,0,,0,,4249
2481,0,,0,,0,,4250
2482,0,,0,,0,,4251
2483,0,,0,,0,,4252
2484,0,,0,,0,,4253
2485,0,,0,,0,,4254
2486,0,,0,,0,,4255
2487,0,,0,,0,,4256
2488,0,,0,,0,,4257
2489,0,,0,,0,,4258
2490,0,,0,,0,,4259
2491,0,,0,,0,,4260
2492,0,,0,,0,,4261
2493,0,,0,,0,,4262
2494,0,,0,,0,,4263
2495,0,,0,,0,,4264
2496,0,,0,,0,,4265
2497,0,,0,,0,,4266
2498,0,,0,,0,,4267
2499,0,,0,,0,,4268
2500,0,,0,,0,,4269
2501,0,,0,,0,,4270
2502,0,,0,,0,,4271
2503,0,,0,,0,,4272
2504,0,,0,,0,,4273
2505,0,,0,,0,,4274
2506,0,,0,,0,,4275
2507,0,,0,,0,,4276
2508,0,,0,,0,,4277
2509,0,,0,,0,,4278
2510,0,,0,,0,,4279
2511,0,,0,,0,,4280
2512,0,,0,,0,,4281
2513,0,,0,,0,,4282
2514,0,,0,,0,,4283
2515,0,,0,,0,,4284
2516,0,,0,,0,,4285
2517,0,,0,,0,,4286
2518,0,,0,,0,,4287
2519,0,,0,,0,,4288
2520,0,,0,,0,,4289
2521,0,,0,,0,,4290
2522,0,,0,,0,,4291
2523,0,,0,,0,,4292
2524,0,,0,,0,,4293
2525,0,,0,,0,,4294
2526,0,,0,,0,,4295
2527,0,,0,,0,,4296
2528,0,,0,,0,,4297
2529,0,,0,,0,,4298
2530,0,,0,,0,,4299
2531,0,,0,,0,,4300
2532,0,,0,,0,,4301
2533,0,,0,,0,,4302
2534,0,,0,,0,,4303
2535,0,,0,,0,,4304
2536,0,,0,,0,,4305
2537,0,,0,,0,,4306
2538,0,,0,,0,,4307
2539,0,,0,,0,,4308
2540,0,,0,,0,,4309
2541,0,,0,,0,,4310
2542,0,,0,,0,,4311
2543,0,,0,,0,,4312
2544,0,,0,,0,,4313
2545,0,,0,,0,,4314
2546,0,,0,,0,,4315
2547,0,,0,,0,,4316
2548,0,,0,,0,,4317
2549,0,,0,,0,,4318
2550,0,,0,,0,,4319
2551,0,,0,,0,,4320
2552,0,,0,,0,,4321
2553,0,,0,,0,,4322
2554,0,,0,,0,,4323
2555,0,,0,,0,,4324
2556,0,,0,,0,,4325
2557,0,,0,,0,,4326
2558,0,,0,,0,,4327
2559,0,,0,,0,,4328
2560,0,,0,,0,,4329
2561,0,,0,,0,,4330
2562,0,,0,,0,,4331
2563,0,,0,,0,,4332
2564,0,,0,,0,,4333
2565,0,,0,,0,,4334
2566,0,,0,,0,,4335
2567,0,,0,,0,,4336
2568,0,,0,,0,,4337
2569,0,,0,,0,,4338
2570,0,,0,,0,,4339
2571,0,,0,,0,,4340
2572,0,,0,,0,,4341
2573,0,,0,,0,,4342
2574,0,,0,,0,,4343
2575,0,,0,,0,,4344
2576,0,,0,,0,,4345
2577,0,,0,,0,,4346
2578,0,,0,,0,,4347
2579,0,,0,,0,,4348
2580,0,,0,,0,,4349
2581,0,,0,,0,,4350
2582,0,,0,,0,,4351
2583,0,,0,,0,,4352
2584,0,,0,,0,,4353
2585,0,,0,,0,,4354
2586,0,,0,,0,,4355
2587,0,,0,,0,,4356
2588,0,,0,,0,,4357
2589,0,,0,,0,,4358
2590,0,,0,,0,,4359
2591,0,,0,,0,,4360
2592,0,,0,,0,,4361
2593,0,,0,,0,,4362
2594,0,,0,,0,,4363
2595,0,,0,,0,,4364
2596,0,,0,,0,,4365
2597,0,,0,,0,,4366
2598,0,,0,,0,,4367
2599,0,,0,,0,,4368
2600,0,,0,,0,,4369
2601,0,,0,,0,,4370
2602,0,,0,,0,,4371
2603,0,,0,,0,,4372
2604,0,,0,,0,,4373
2605,0,,0,,0,,4374
2606,0,,0,,0,,4375
2607,0,,0,,0,,4376
2608,0,,0,,0,,4377
2609,0,,0,,0,,4378
2610,0,,0,,0,,4379
2611,0,,0,,0,,4380
2612,0,,0,,0,,4381
2613,0,,0,,0,,4382
2614,0,,0,,0,,4383
2615,0,,0,,0,,4384
2616,0,,0,,0,,4385
2617,0,,0,,0,,4386
2618,0,,0,,0,,4387
2619,0,,0,,0,,4388
2620,0,,0,,0,,4389
2621,0,,0,,0,,4390
2622,0,,0,,0,,4391
2623,0,,0,,0,,4392
2624,0,,0,,0,,4393
2625,0,,0,,0,,4394
2626,0,,0,,0,,4395
2627,0,,0,,0,,4396
2628,0,,0,,0,,4397
2629,0,,0,,0,,4398
2630,0,,0,,0,,4399
2631,0,,0,,0,,4400
2632,0,,0,,0,,4401
2633,0,,0,,0,,4402
2634,0,,0,,0,,4403
2635,0,,0,,0,,4404
2636,0,,0,,0,,4405
2637,0,,0,,0,,4406
2638,0,,0,,0,,4407
2639,0,,0,,0,,4408
2640,0,,0,,0,,4409
2641,0,,0,,0,,4410
2642,0,,0,,0,,4411
2643,0,,0,,0,,4412
2644,0,,0,,0,,4413
2645,0,,0,,0,,4414
2646,0,,0,,0,,4415
2647,0,,0,,0,,4416
2648,0,,0,,0,,4417
2649,0,,0,,0,,4418
2650,0,,0,,0,,4419
2651,0,,0,,0,,4420
2652,0,,0,,0,,4421
2653,0,,0,,0,,4422
2654,0,,0,,0,,4423
2655,0,,0,,0,,4424
2656,0,,0,,0,,4425
2657,0,,0,,0,,4426
2658,0,,0,,0,,4427
2659,0,,0,,0,,4428
2660,0,,0,,0,,4429
2661,0,,0,,0,,4430
2662,0,,0,,0,,4431
2663,0,,0,,0,,4432
2664,0,,0,,0,,4433
2665,0,,0,,0,,4434
2666,0,,0,,0,,4435
2667,0,,0,,0,,4436
2668,0,,0,,0,,4437
2669,0,,0,,0,,4438
2670,0,,0,,0,,4439
2671,0,,0,,0,,4440
2672,0,,0,,0,,4441
2673,0,,0,,0,,4442
2674,0,,0,,0,,4443
2675,0,,0,,0,,4444
2676,0,,0,,0,,4445
2677,0,,0,,0,,4446
2678,0,,0,,0,,4447
2679,0,,0,,0,,4448
2680,0,,0,,0,,4449
2681,0,,0,,0,,4450
2682,0,,0,,0,,4451
2683,0,,0,,0,,4452
2684,0,,0,,0,,4453
2685,0,,0,,0,,4454
2686,0,,0,,0,,4455
2687,0,,0,,0,,4456
2688,0,,0,,0,,4457
2689,0,,0,,0,,4458
2690,0,,0,,0,,4459
2691,0,,0,,0,,4460
2692,0,,0,,0,,4461
2693,0,,0,,0,,4462
2694,0,,0,,0,,4463
2695,0,,0,,0,,4464
2696,0,,0,,0,,4465
2697,0,,0,,0,,4466
2698,0,,0,,0,,4467
2699,0,,0,,0,,4468
2700,0,,0,,0,,4469
2701,0,,0,,0,,4470
2702,0,,0,,0,,4471
2703,0,,0,,0,,4472
2704,0,,0,,0,,4473
2705,0,,0,,0,,4474
2706,0,,0,,0,,4475
2707,0,,0,,0,,4476
2708,0,,0,,0,,4477
2709,0,,0,,0,,4478
2710,0,,0,,0,,4479
2711,0,,0,,0,,4480
2712,0,,0,,0,,4481
2713,0,,0,,0,,4482
2714,0,,0,,0,,4483
2715,0,,0,,0,,4484
2716,0,,0,,0,,4485
2717,0,,0,,0,,4486
2718,0,,0,,0,,4487
2719,0,,0,,0,,4488
2720,0,,0,,0,,4489
2721,0,,0,,0,,4490
2722,0,,0,,0,,4491
2723,0,,0,,0,,4492
2724,0,,0,,0,,4493
2725,0,,0,,0,,4494
2726,0,,0,,0,,4495
2727,0,,0,,0,,4496
2728,0,,0,,0,,4497
2729,0,,0,,0,,4498
2730,0,,0,,0,,4499
2731,0,,0,,0,,4500
2732,0,,0,,0,,4501
2733,0,,0,,0,,4502
2734,0,,0,,0,,4503
2735,0,,0,,0,,4504
2736,0,,0,,0,,4505
2737,0,,0,,0,,4506
2738,0,,0,,0,,4507
2739,0,,0,,0,,4508
2740,0,,0,,0,,4509
2741,0,,0,,0,,4510
2742,0,,0,,0,,4511
2743,0,,0,,0,,4512
2744,0,,0,,0,,4513
2745,0,,0,,0,,4514
2746,0,,0,,0,,4515
2747,0,,0,,0,,4516
2748,0,,0,,0,,4517
2749,0,,0,,0,,4518
2750,0,,0,,0,,4519
2751,0,,0,,0,,4520
2752,0,,0,,0,,4521
2753,0,,0,,0,,4522
2754,0,,0,,0,,4523
2755,0,,0,,0,,4524
2756,0,,0,,0,,4525
2757,0,,0,,0,,4526
2758,0,,0,,0,,4527
2759,0,,0,,0,,4528
2760,0,,0,,0,,4529
2761,0,,0,,0,,4530
2762,0,,0,,0,,4531
2763,0,,0,,0,,4532
2764,0,,0,,0,,4533
2765,0,,0,,0,,4534
2766,0,,0,,0,,4535
2767,0,,0,,0,,4536
2768,0,,0,,0,,4537
2769,0,,0,,0,,4538
2770,0,,0,,0,,4539
2771,0,,0,,0,,4540
2772,0,,0,,0,,4541
2773,0,,0,,0,,4542
2774,0,,0,,0,,4543
2775,0,,0,,0,,4544
2776,0,,0,,0,,4545
2777,0,,0,,0,,4546
2778,0,,0,,0,,4547
2779,0,,0,,0,,4548
2780,0,,0,,0,,4549
2781,0,,0,,0,,4550
2782,0,,0,,0,,4551
2783,0,,0,,0,,4552
2784,0,,0,,0,,4553
2785,0,,0,,0,,4554
2786,0,,0,,0,,4555
2787,0,,0,,0,,4556
2788,0,,0,,0,,4557
2789,0,,0,,0,,4558
2790,0,,0,,0,,4559
2791,0,,0,,0,,4560
2792,0,,0,,0,,4561
2793,0,,0,,0,,4562
2794,0,,0,,0,,4563
2795,0,,0,,0,,4564
2796,0,,0,,0,,4565
2797,0,,0,,0,,4566
2798,0,,0,,0,,4567
2799,0,,0,,0,,4568
2800,0,,0,,0,,4569
2801,0,,0,,0,,4570
2802,0,,0,,0,,4571
2803,0,,0,,0,,4572
2804,0,,0,,0,,4573
2805,0,,0,,0,,4574
2806,0,,0,,0,,4575
2807,0,,0,,0,,4576
2808,0,,0,,0,,4577
2809,0,,0,,0,,4578
2810,0,,0,,0,,4579
2811,0,,0,,0,,4580
2812,0,,0,,0,,4581
2813,0,,0,,0,,4582
2814,0,,0,,0,,4583
2815,0,,0,,0,,4584
2816,0,,0,,0,,4585
2817,0,,0,,0,,4586
2818,0,,0,,0,,4587
2819,0,,0,,0,,4588
2820,0,,0,,0,,4589
2821,0,,0,,0,,4590
2822,0,,0,,0,,4591
2823,0,,0,,0,,4592
2824,0,,0,,0,,4593
2825,0,,0,,0,,4594
2826,0,,0,,0,,4595
2827,0,,0,,0,,4596
2828,0,,0,,0,,4597
2829,0,,0,,0,,4598
2830,0,,0,,0,,4599
2831,0,,0,,0,,4600
2832,0,,0,,0,,4601
2833,0,,0,,0,,4602
2834,0,,0,,0,,4603
2835,0,,0,,0,,4604
2836,0,,0,,0,,4605
2837,0,,0,,0,,4606
2838,0,,0,,0,,4607
2839,0,,0,,0,,4608
2840,0,,0,,0,,4609
2841,0,,0,,0,,4610
2842,0,,0,,0,,4611
2843,0,,0,,0,,4612
2844,0,,0,,0,,4613
2845,0,,0,,0,,4614
2846,0,,0,,0,,4615
2847,0,,0,,0,,4616
2848,0,,0,,0,,4617
2849,0,,0,,0,,4618
2850,0,,0,,0,,4619
2851,0,,0,,0,,4620
2852,0,,0,,0,,4621
2853,0,,0,,0,,4622
2854,0,,0,,0,,4623
2855,0,,0,,0,,4624
2856,0,,0,,0,,4625
2857,0,,0,,0,,4626
2858,0,,0,,0,,4627
2859,0,,0,,0,,4628
2860,0,,0,,0,,4629
2861,0,,0,,0,,4630
2862,0,,0,,0,,4631
2863,0,,0,,0,,4632
2864,0,,0,,0,,4633
2865,0,,0,,0,,4634
2866,0,,0,,0,,4635
2867,0,,0,,0,,4636
2868,0,,0,,0,,4637
2869,0,,0,,0,,4638
2870,0,,0,,0,,4639
2871,0,,0,,0,,4640
2872,0,,0,,0,,4641
2873,0,,0,,0,,4642
2874,0,,0,,0,,4643
2875,0,,0,,0,,4644
2876,0,,0,,0,,4645
2877,0,,0,,0,,4646
2878,0,,0,,0,,4647
2879,0,,0,,0,,4648
2880,0,,0,,0,,4649
2881,0,,0,,0,,4650
2882,0,,0,,0,,4651
2883,0,,0,,0,,4652
2884,0,,0,,0,,4653
2885,0,,0,,0,,4654
2886,0,,0,,0,,4655
2887,0,,0,,0,,4656
2888,0,,0,,0,,4657
2889,0,,0,,0,,4658
2890,0,,0,,0,,4659
2891,0,,0,,0,,4660
2892,0,,0,,0,,4661
2893,0,,0,,0,,4662
2894,0,,0,,0,,4663
2895,0,,0,,0,,4664
2896,0,,0,,0,,4665
2897,0,,0,,0,,4666
2898,0,,0,,0,,4667
2899,0,,0,,0,,4668
2900,0,,0,,0,,4669
2901,0,,0,,0,,4670
2902,0,,0,,0,,4671
2903,0,,0,,0,,4672
2904,0,,0,,0,,4673
2905,0,,0,,0,,4674
2906,0,,0,,0,,4675
2907,0,,0,,0,,4676
2908,0,,0,,0,,4677
2909,0,,0,,0,,4678
2910,0,,0,,0,,4679
2911,0,,0,,0,,4680
2912,0,,0,,0,,4681
2913,0,,0,,0,,4682
2914,0,,0,,0,,4683
2915,0,,0,,0,,4684
2916,0,,0,,0,,4685
2917,0,,0,,0,,4686
2918,0,,0,,0,,4687
2919,0,,0,,0,,4688
2920,0,,0,,0,,4689
2921,0,,0,,0,,4690
2922,0,,0,,0,,4691
2923,0,,0,,0,,4692
2924,0,,0,,0,,4693
2925,0,,0,,0,,4694
2926,0,,0,,0,,4695
2927,0,,0,,0,,4696
2928,0,,0,,0,,4697
2929,0,,0,,0,,4698
2930,0,,0,,0,,4699
2931,0,,0,,0,,4700
2932,0,,0,,0,,4701
2933,0,,0,,0,,4702
2934,0,,0,,0,,4703
2935,0,,0,,0,,4704
2936,0,,0,,0,,4705
2937,0,,0,,0,,4706
2938,0,,0,,0,,4707
2939,0,,0,,0,,4708
2940,0,,0,,0,,4709
2941,0,,0,,0,,4710
2942,0,,0,,0,,4711
2943,0,,0,,0,,4712
2944,0,,0,,0,,4713
2945,0,,0,,0,,4714
2946,0,,0,,0,,4715
2947,0,,0,,0,,4716
2948,0,,0,,0,,4717
2949,0,,0,,0,,4718
2950,0,,0,,0,,4719
2951,0,,0,,0,,4720
2952,0,,0,,0,,4721
